x,y,z,q0,q1,q2,q3,u,v,w,q,p,r,V_bs,l_cg,ds,dr,rpm_1,rpm_2
1.4579569887330939,-0.036926376115535196,0.20428864945793138,1.0,0.0,0.0,0.0,-0.011646090662204359,-0.005954602126295439,0.003336364989842219,0.030353609627735118,0.00015336732135835877,-0.004959349897486246,0.0,51.0,0.0,0.0,0.0,0.0
1.4567923796668734,-0.03752183632816474,0.2046222859569156,1.0000000000050004,0.001517680481385997,7.668366067914105e-06,-0.0002479674948741883,-0.011602985126743022,-0.005947014101451969,-0.002135147519647009,0.029132697007189734,-0.0003790636325917581,-0.0038072252258592827,0.7000000000000001,52.5,0.0,0.0,400.0,400.0
1.4556317832367363,-0.03811531142768173,0.20440698573012578,0.9999977422483245,0.00297430744983147,-1.1357083589102758e-05,-0.000438368465911812,0.005988556101781693,-0.005971406414044485,-0.007484404165861751,0.013310139518599984,-0.0009831296130524297,-0.002915107198904622,1.4000000000000001,54.0,0.0,0.0,400.0,400.0
1.4562301340770125,-0.03870851420397545,0.20365501845505546,0.9999956983827638,0.0036397915248401434,-6.037155842426242e-05,-0.0005842618150885136,0.02362549887926327,-0.006011645987056822,-0.01256319253355803,-0.015801232440305436,-0.0016016937926747973,-0.002167352927028815,2.1,55.5,0.0,0.0,400.0,400.0
1.4585921371642638,-0.03930327886504583,0.20239463147964382,0.9999985058904404,0.002849695024521851,-0.00013959966741766287,-0.0006929679128981855,0.040806470701324135,-0.006026987079859619,-0.017158798114627765,-0.05086537872014619,-0.002234039549485323,-0.0019437186505119409,2.8000000000000003,57.0,0.0,0.0,400.0,400.0
1.4626724311859338,-0.03990184686019937,0.2006764676856837,1.0000056704758051,0.00030637321197623645,-0.00024926181514149204,-0.0007908267807060239,0.057376258500923275,-0.0059647613182698955,-0.021122986062798825,-0.07506171571667192,-0.0028806678954845875,-0.0027063197577819028,3.5000000000000004,58.5,0.0,0.0,400.0,400.0
1.4684101598725676,-0.04050610442579973,0.19856666156033187,1.0000066774061158,-0.0034467912834063893,-0.00039028567394092274,-0.0009271223387429569,0.07320108586419205,-0.005800630259658573,-0.02438313826828518,-0.0699456571604157,-0.003541815309151668,-0.004466717524825319,4.2,60.0,0.0,0.0,400.0,400.0
1.4757310641842578,-0.04111651613829167,0.19613816516348612,0.9999943469931937,-0.006944128617042087,-0.0005649027134153467,-0.0011512113099593844,0.08817198342548385,-0.005576972441291007,-0.026936919058639094,-0.028038156146408935,-0.004217450884418569,-0.006078600773332156,4.9,61.5,0.0,0.0,400.0,400.0
1.484549945303884,-0.04173180150313504,0.19346258137123193,0.9999841431566263,-0.0083460725385987,-0.0007762666277432738,-0.0014544613994626897,0.10220571966626296,-0.005402237069343847,-0.0288407009040872,0.04407481644797043,-0.004907518472186179,-0.005564574480243395,5.6000000000000005,63.0,0.0,0.0,400.0,400.0
1.4947732906776539,-0.04234968952109091,0.1906040473009793,1.0000019402304827,-0.0061425523695576335,-0.001027160932719801,-0.0017289215160097115,0.11524480777036893,-0.00541512630271787,-0.03019075919644718,0.12685830348148278,-0.005611924031919987,-0.0017034318803250906,6.300000000000001,64.5,0.0,0.0,400.0,400.0
1.5063019367872905,-0.042967959502913204,0.18761577461831627,1.000040465572219,0.00019983268614056152,-0.001319240584771282,-0.001805852747605331,0.12725754180013338,-0.005726378864911618,-0.031099836411487614,0.16778422950916533,-0.006330027766604129,0.006191321777312318,7.000000000000001,66.0,0.0,0.0,400.0,400.0
1.5190337033834194,-0.043585331823780236,0.18453913641948436,1.0000389306938289,0.008588043111635787,-0.001650952063523475,-0.00148528377108678,0.13823542343144682,-0.006291434381377127,-0.031691918859549646,0.12539539896312896,-0.007060334019221465,0.016039450362828188,7.700000000000001,67.5,0.0,0.0,400.0,400.0
